vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class,object_type
{},3532,2023-02-16 19:52:13,False,,,Response,90,chord_player,5,ModularPage,,88.111.157.73,"{'time_taken': 3.738, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 1.35, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:10.346Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:10.662Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:10.662Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:10.672Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:13.188Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:13.188Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:13.189Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:13.189Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:13.190Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:13.194Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:14.054Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_90/node_14__trial_2633__stimulus&secret=0ff0b0fe-da9f-4a94-8a34-c1750632350d', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3533,2023-02-16 19:52:13,False,,,Response,84,chord_player,3,ModularPage,,92.233.30.117,"{'time_taken': 5.376, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 6.85, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:08.004Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:08.417Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:08.417Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:08.427Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:10.937Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:10.937Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:10.937Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:10.937Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:10.938Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:10.938Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:13.349Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_84/node_34__trial_2625__stimulus&secret=8cb03399-1524-4d17-a473-0e8ffd123d60', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3534,2023-02-16 19:52:13,False,,,Response,116,headphone_trial,2,ModularPage,,172.0.77.250,"{'time_taken': 4.754, 'platform': 'Chrome 110.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:09.013Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:09.543Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:09.544Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:09.554Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:13.562Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:13.562Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:13.563Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:13.564Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:13.564Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:13.564Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:13.737Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': 'Which sound was softest (quietest) -- 1, 2, or 3?', 'url': 'https://s3.amazonaws.com/headphone-check/antiphase_HC_IOS.wav', 'play_window': [None, None]}, 'control': {'choices': ['1', '2', '3'], 'labels': ['1', '2', '3']}}",Response,_Response
{},3535,2023-02-16 19:52:13,False,,,Response,114,untitled,,InfoPage,,81.101.193.234,"{'time_taken': 5.41, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 7.25, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:08.525Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:08.537Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:08.543Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:08.553Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:08.553Z', 'info': None}], 'content': ""\n            We will now perform a short listening test to verify that your audio is working properly.\n            This test will be difficult to pass unless you listen carefully over your headphones.\n            Press 'Next' when you are ready to start.\n            ""}",Response,_Response
{},3536,2023-02-16 19:52:14,False,,,Response,92,chord_player,1,ModularPage,,86.171.79.159,"{'time_taken': 3.723, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 2.95, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:12.182Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:12.488Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:12.489Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:12.498Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:15.020Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:15.020Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:15.021Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:15.022Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:15.027Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:15.033Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:15.873Z', 'info': {'buttonId': '1'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_92/node_7__trial_2635__stimulus&secret=7b253d3a-89f2-4c77-a891-a11137d5b046', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3537,2023-02-16 19:52:14,False,,,Response,89,chord_player,4,ModularPage,,82.11.193.140,"{'time_taken': 3.486, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:13.581Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:13.911Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:13.911Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:13.919Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:16.439Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:16.439Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:16.440Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:16.440Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:16.441Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:16.445Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:17.040Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_89/node_37__trial_2602__stimulus&secret=be7c870a-7776-447e-863b-c8130955ab2e', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3538,2023-02-16 19:52:14,False,,,Response,117,untitled,,InfoPage,,80.0.20.174,,Response,_Response
{},3539,2023-02-16 19:52:15,False,,,Response,101,chord_player,4,ModularPage,,86.149.171.121,"{'time_taken': 3.404, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:11.957Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:12.219Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:12.219Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:12.228Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:14.740Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:14.741Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:14.741Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:14.741Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:14.742Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:14.742Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:15.330Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_101/node_49__trial_2637__stimulus&secret=ed50d1b1-b3c2-4d23-a2c6-08bbbb1a443d', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3540,2023-02-16 19:52:15,False,,,Response,102,chord_player,4,ModularPage,,5.65.118.146,"{'time_taken': 3.151, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:12.471Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:12.828Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:12.828Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:12.840Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:15.380Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:15.381Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:15.382Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:15.383Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:15.391Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:15.399Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:15.593Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_102/node_26__trial_2638__stimulus&secret=c0819324-534c-49f1-831d-0f50a4a13078', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3541,2023-02-16 19:52:15,False,,,Response,109,chord_player,4,ModularPage,,92.28.206.234,"{'time_taken': 7.664, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:08.451Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:08.787Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:08.787Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:08.795Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:11.302Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:11.302Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:11.302Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:11.302Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:11.304Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:11.305Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:16.086Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_109/node_18__trial_2627__stimulus&secret=f42176fc-0d5d-43a7-b888-c8d3db2e9e9a', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3542,2023-02-16 19:52:15,False,,,Response,115,consent_form,['I agree'],ModularPage,,86.147.218.81,"{'time_taken': 9.409, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:00.206Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:00.219Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:00.224Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:00.237Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:00.237Z', 'info': None}], 'prompt': {'text': '<div>\n  <h1>Consent form</h1>\n  <p>\n    <em>Please read the following text and select ‘Agree’ if you consent to these terms.</em>\n  </p>\n  <p>\n        I have been informed about the procedures to be used in this experiment and the tasks I need to perform, and I\n        have agreed to take part. I understand that taking part in this experiment is voluntary and I can withdraw from\n        the experiment at any time.\n        </p>\n  <p>\n        I understand that the data collected in this testing session will be stored on electronic media or on paper and\n        it may contribute to scientific publications and presentations. I agree that the data can be made available\n        anonymously for other researchers, both inside and outside the Centre for Music and Science and Faculty of\n        Music. These data will not be linked to me as an individual.\n        </p>\n</div>'}, 'control': {'name': 'checkboxes', 'choices': ['I agree'], 'labels': ['I agree'], 'force_selection': True}}",Response,_Response
{},3543,2023-02-16 19:52:15,False,,,Response,85,chord_player,2,ModularPage,,130.43.154.37,"{'time_taken': 3.866, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': None, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:10.674Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:10.994Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:10.994Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:11.004Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:13.517Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:13.517Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:13.517Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:13.517Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:13.517Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:13.517Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:14.509Z', 'info': {'buttonId': '2'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_85/node_56__trial_2617__stimulus&secret=db9fe2b4-cfba-436f-bff5-a17c6a9e8c50', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},3544,2023-02-16 19:52:16,False,,,Response,107,chord_player,3,ModularPage,,86.24.58.199,"{'time_taken': 3.612, 'platform': 'Chrome 110.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': None, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T19:52:14.833Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T19:52:15.104Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T19:52:15.105Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T19:52:15.114Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T19:52:17.636Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T19:52:17.636Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T19:52:17.637Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T19:52:17.637Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T19:52:17.637Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T19:52:17.637Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T19:52:18.418Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_107/node_8__trial_2640__stimulus&secret=5e852593-83cd-4859-b389-3af1e064d3da', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
